model_name,model_path,evaluation_time,accuracy,macro_precision,macro_recall,macro_f1,total_inference_time_s,avg_inference_time_ms,fps,mem_usage_mb,gpu_mem_usage_mb,total_params,trainable_params,non_trainable_params,flops,model_size_mb,model_size_gb
Archive: model (d25ef4-20251212),D:\Project-temp\uav-based-crop-health-cnn\tomato\results\tomato_model_archive_d25ef4141524d7f8740f0e7d3ce3e449\model\best_tomato_model.keras,2025-12-13 11:30:17,92.40088105726872,92.69419720397686,88.54507365391852,89.63226377749413,13.547336339950562,7.459986971338415,134.04849148424015,1407.76953125,0,2921034,2286922,634112,Calculation failed,29.146345138549805,0.028463227674365044
