model_name,model_path,evaluation_time,accuracy,macro_precision,macro_recall,macro_f1,total_inference_time_s,avg_inference_time_ms,fps,mem_usage_mb,gpu_mem_usage_mb,total_params,trainable_params,non_trainable_params,flops,model_size_mb,model_size_gb
Archive: model (a9fb1b-20251210),D:\Project-temp\uav-based-crop-health-cnn\tomato\results\tomato_model_archive_a9fb1bf1898fcf03fe80822fc3778b73\model\best_tomato_model.keras,2025-12-10 09:14:26,95.09911894273128,94.90142057095105,92.93515119493048,93.55191232282507,13.209355592727661,7.273874225070298,137.47831885151075,2416.125,0,2921034,2188426,732608,Calculation failed,28.392184257507324,0.027726742438971996
