model_name,model_path,evaluation_time,accuracy,macro_precision,macro_recall,macro_f1,total_inference_time_s,avg_inference_time_ms,fps,mem_usage_mb,gpu_mem_usage_mb,total_params,trainable_params,non_trainable_params,flops,model_size_mb,model_size_gb
Archive: model (4e718e-20251213),D:\Project-temp\uav-based-crop-health-cnn\tomato\results\tomato_model_archive_4e718e6606b9410246bc6bd925cd011f\model\best_tomato_model.keras,2025-12-13 11:28:46,91.62995594713657,91.96539218202226,86.9310600895501,88.28817601894832,13.520942211151123,7.445452759444451,134.3101665283571,2433.59375,0,2921034,2286922,634112,Calculation failed,29.146345138549805,0.028463227674365044
