model_name,model_path,evaluation_time,accuracy,macro_precision,macro_recall,macro_f1,total_inference_time_s,avg_inference_time_ms,fps,mem_usage_mb,gpu_mem_usage_mb,total_params,trainable_params,non_trainable_params,flops,model_size_mb,model_size_gb
Archive: model (680e6f-20251208),D:\Project-temp\uav-based-crop-health-cnn\tomato\results\tomato_model_archive_680e6f04a0891c460bb41bcfbd8154c8\model\best_tomato_model.keras,2025-12-09 15:01:10,88.931718061674,87.81801479745577,85.53983589279802,85.74897613662806,14.881656169891357,8.19474458694458,122.02942866494527,2444.12890625,0,2588490,330506,2257984,Calculation failed,12.914620399475098,0.0126119339838624
