model_name,model_path,evaluation_time,accuracy,macro_precision,macro_recall,macro_f1,total_inference_time_s,avg_inference_time_ms,fps,mem_usage_mb,gpu_mem_usage_mb,total_params,trainable_params,non_trainable_params,flops,model_size_mb,model_size_gb
Archive: model (651b65-20251209),D:\Project-temp\uav-based-crop-health-cnn\tomato\results\tomato_model_archive_651b65d3a617aaadc7adbec1aa53d0a9\model\best_tomato_model.keras,2025-12-09 15:04:02,93.5022026431718,93.34768251227273,89.94897631626199,90.94227048896138,14.797097206115723,8.14818128090073,122.72677368433027,1388.82421875,0,2921034,2188426,732608,Calculation failed,28.392184257507324,0.027726742438971996
